match;time;action;position;score;rating_before;rating_change;rating_after;base_weight;time_mult;score_mult;pos_mult;momentum_mult;context_mult
1022024_Bjerringbro-Silkeborg_vs_SønderjyskE_Herrer.db;3.15;Skud reddet;HF;0-1;1399,9;0,8232000000000426;1400,7232000000001;70;0,8;1,5;1,0;1,0;1,225
1022024_Bjerringbro-Silkeborg_vs_SønderjyskE_Herrer.db;10.02;Mål;HF;4-4;1400,7232000000001;1,060799999999972;1401,784;65;0,8;1,7;1,0;1,0;1,5000000000000002
1022024_Bjerringbro-Silkeborg_vs_SønderjyskE_Herrer.db;11.51;Advarsel;HF;6-4;1401,784;-0,16848000000004504;1401,61552;-15;0,8;1,5;1,0;1,0032263411078717;1,1700000000000002
1022024_Bjerringbro-Silkeborg_vs_SønderjyskE_Herrer.db;37.38;Mål;HB;17-15;1401,61552;0,9781456825801342;1402,5936656825802;65;1,0;1,5;1,0;1,0041323370779827;1,2500000000000002
1022024_Bjerringbro-Silkeborg_vs_SønderjyskE_Herrer.db;39.09;Skud reddet;HB;17-16;1402,5936656825802;1,03325217485326;1403,6269178574335;70;1,0;1,5;1,0;1,0047593848641032;1,225
1022024_Bjerringbro-Silkeborg_vs_SønderjyskE_Herrer.db;39.48;Skud blokeret;HB;17-17;1403,6269178574335;-0,14101998918454228;1403,485897868249;-8;1,0;1,7;1,0;1,0031922678095608;1,2900000000000003
1042024_Bjerringbro-Silkeborg_vs_Ribe-Esbjerg_HH.db;3.29;Mål;PL;2-1;1403,485897868249;1,0015871601810886;1404,48748502843;65;0,8;1,5;1,0;1,0036081387338327;1,6000000000000003
1042024_Bjerringbro-Silkeborg_vs_Ribe-Esbjerg_HH.db;9.49;Skud forbi;HF;5-7;1404,48748502843;-0,1799268671122718;1404,3075581613177;-15;0,8;1,5;1,0;1,002889677000873;1,2450000000000003
1042024_Bjerringbro-Silkeborg_vs_Ribe-Esbjerg_HH.db;13.36;Mål;HF;7-11;1404,3075581613177;0,5381907162657171;1404,8457488775834;65;0,8;1,2;1,0;1,0026317994588516;1,075
1042024_Bjerringbro-Silkeborg_vs_Ribe-Esbjerg_HH.db;23.16;Skud reddet;HF;12-15;1404,8457488775834;0,7243012119290597;1405,5700500895125;70;1,0;1,2;1,0;1,0026850414123192;1,075
1042024_Bjerringbro-Silkeborg_vs_Ribe-Esbjerg_HH.db;24.37;Mål;ST;13-15;1405,5700500895125;0,8994084821467823;1406,4694585716593;65;1,0;1,5;1,0;1,003903469229816;1,1500000000000001
1042024_Bjerringbro-Silkeborg_vs_Ribe-Esbjerg_HH.db;28.32;Mål;HF;15-19;1406,4694585716593;1,0743373366310607;1407,5437959082903;65;1,4;1,2;1,0;1,0043795396154003;1,2250000000000003
1042024_Bjerringbro-Silkeborg_vs_Ribe-Esbjerg_HH.db;35.41;Fejlaflevering;HF;20-22;1407,5437959082903;-0,4772811572252067;1407,0665147510651;-30;1,0;1,5;1,0;1,0030528085776607;1,32
1042024_Bjerringbro-Silkeborg_vs_Ribe-Esbjerg_HH.db;38.15;Skud reddet;HF;21-24;1407,0665147510651;0,7246053489166115;1407,7911200999818;70;1,0;1,2;1,0;1,0034135978142187;1,075
1042024_Bjerringbro-Silkeborg_vs_Ribe-Esbjerg_HH.db;42.46;Mål;HF;25-25;1407,7911200999818;1,3748773117249584;1409,1659974117067;65;1,0;1,7;1,0;1,0046769790203107;1,5500000000000003
1042024_Bjerringbro-Silkeborg_vs_Ribe-Esbjerg_HH.db;53.44;Mål;PL;30-31;1409,1659974117067;1,5962910648861453;1410,7622884765929;65;1,4;1,5;1,0;1,0059930544761182;1,4550000000000003
11112023_Aalborg_Håndbold_vs_Bjerringbro-Silkeborg.db;16.09;Mål;ST;11-7;1410,7622884765929;0,8003680741412609;1411,5626565507341;65;1,0;1,2;1,0;1,0056395787021162;1,2750000000000001
11112023_Aalborg_Håndbold_vs_Bjerringbro-Silkeborg.db;17.53;Mål;HB;12-8;1411,5626565507341;0,8000868488154538;1412,3627433995496;65;1,0;1,2;1,0;1,006498885296625;1,2750000000000001
11112023_Aalborg_Håndbold_vs_Bjerringbro-Silkeborg.db;18.37;Mål;HF;12-9;1412,3627433995496;0,8007705131419698;1413,1635139126915;65;1,0;1,2;1,0;1,006331727959151;1,2750000000000001
11112023_Aalborg_Håndbold_vs_Bjerringbro-Silkeborg.db;24.02;Mål;PL;16-13;1413,1635139126915;0,8006375227641911;1413,9641514354557;65;1,0;1,2;1,0;1,0057031741215607;1,2750000000000001
11112023_Aalborg_Håndbold_vs_Bjerringbro-Silkeborg.db;24.50;Regelfejl;HF;17-13;1413,9641514354557;-0,23258293886010506;1413,7315684965956;-22;1,0;1,2;1,0;1,0032620965690942;1,095
11112023_Aalborg_Håndbold_vs_Bjerringbro-Silkeborg.db;28.22;Skud reddet;HB;20-15;1413,7315684965956;1,1090460520313172;1414,840614548627;70;1,4;1,2;1,0;1,00404332914469;1,1750000000000003
11112023_Aalborg_Håndbold_vs_Bjerringbro-Silkeborg.db;37.12;Mål;ST;24-19;1414,840614548627;0,8301430245369374;1415,6707575731639;65;1,0;1,2;1,0;1,0042375636004195;1,3250000000000004
11112023_Aalborg_Håndbold_vs_Bjerringbro-Silkeborg.db;44.18;Mål;PL;26-22;1415,6707575731639;0,830303617584832;1416,5010611907487;65;1,0;1,2;1,0;1,0044024223131072;1,3250000000000002
11112023_Aalborg_Håndbold_vs_Bjerringbro-Silkeborg.db;47.34;Fejlaflevering;HF;27-22;1416,5010611907487;-0,4738208163116724;1416,027240374437;-30;1,4;1,2;1,0;1,0023448656981582;1,1700000000000002
11112023_Aalborg_Håndbold_vs_Bjerringbro-Silkeborg.db;53.17;Skud reddet;HB;30-24;1416,027240374437;0,8663868081148394;1416,8936271825519;70;1,4;0,9;1,0;1,003627136752941;1,2250000000000003
11112023_Aalborg_Håndbold_vs_Bjerringbro-Silkeborg.db;54.24;Mål;HF;31-25;1416,8936271825519;1,0028041625007518;1417,8964313450526;65;1,4;0,9;1,0;1,0039437519333525;1,5250000000000004
11112023_Aalborg_Håndbold_vs_Bjerringbro-Silkeborg.db;54.58;Mål;HF;31-26;1417,8964313450526;1,337494024075795;1419,2339253691284;65;1,4;1,2;1,0;1,0049854654935426;1,5250000000000004
11112023_Aalborg_Håndbold_vs_Bjerringbro-Silkeborg.db;55.54;Fejlaflevering;HF;32-26;1419,2339253691284;-0,42395110864754315;1418,8099742604809;-30;1,4;0,9;1,0;1,0029023126629641;1,3950000000000002
11112023_Aalborg_Håndbold_vs_Bjerringbro-Silkeborg.db;57.43;Skud reddet;PL;33-26;1418,8099742604809;1,1827828714622228;1419,992757131943;70;1,8;0,9;1,0;1,004814563150077;1,3000000000000003
13102023_Bjerringbro-Silkeborg_vs_TMS_Ringsted.db;14.25;Tilkendt straffe;HF;7-3;1419,992757131943;0,20739372583420845;1420,2001508577773;25;0,8;1,2;1,0;1,00379404303216;1,075
13102023_Bjerringbro-Silkeborg_vs_TMS_Ringsted.db;15.31;Advarsel;HF;8-3;1420,2001508577773;-0,1510509275954064;1420,049099930182;-15;1,0;1,2;1,0;1,0022205221085643;1,045
13102023_Bjerringbro-Silkeborg_vs_TMS_Ringsted.db;18.39;Mål;HF;10-4;1420,049099930182;0,6214769457594684;1420,6705768759414;65;1,0;0,9;1,0;1,001934671023755;1,3250000000000004
13102023_Bjerringbro-Silkeborg_vs_TMS_Ringsted.db;20.10;Skud forbi;HF;10-5;1420,6705768759414;-0,15077112929566283;1420,5198057466457;-15;1,0;1,2;1,0;1,001707394915891;1,045
13102023_Bjerringbro-Silkeborg_vs_TMS_Ringsted.db;22.38;Skud blokeret;PL;10-6;1420,5198057466457;-0,08193165124498591;1420,4378740954007;-8;1,0;1,2;1,0;1,0004287745181455;1,065
13102023_Bjerringbro-Silkeborg_vs_TMS_Ringsted.db;23.06;Skud blokeret;PL;10-6;1420,4378740954007;-0,08182707032528924;1420,3560470250754;-8;1,0;1,2;1,0;1,0000714783355749;1,065
13102023_Bjerringbro-Silkeborg_vs_TMS_Ringsted.db;23.39;Skud reddet;HB;10-6;1420,3560470250754;0,7224516359497102;1421,0784986610252;70;1,0;1,2;1,0;1,0013912234100641;1,075
13102023_Bjerringbro-Silkeborg_vs_TMS_Ringsted.db;26.00;Mål;HF;12-8;1421,0784986610252;0,8591936696857374;1421,937692330711;65;1,0;1,2;1,0;1,002165788514968;1,3750000000000002
13102023_Bjerringbro-Silkeborg_vs_TMS_Ringsted.db;48.09;Mål;HF;24-19;1421,937692330711;1,269463447627686;1423,2071557783386;65;1,4;1,2;1,0;1,004093033801635;1,4500000000000004
13102023_Bjerringbro-Silkeborg_vs_TMS_Ringsted.db;51.27;Tabt bold;HF;24-21;1423,2071557783386;-0,4369009608676606;1422,770254817471;-25;1,4;1,2;1,0;1,002804052985792;1,2950000000000002
13102023_Bjerringbro-Silkeborg_vs_TMS_Ringsted.db;52.35;Mål;HF;25-21;1422,770254817471;1,2921731905153138;1424,0624280079862;65;1,4;1,2;1,0;1,0046222769120903;1,4750000000000003
13102023_Bjerringbro-Silkeborg_vs_TMS_Ringsted.db;53.51;Mål;VF;26-22;1424,0624280079862;1,2945160811377718;1425,356944089124;65;1,4;1,2;1,0;1,0055703098922273;1,4750000000000003
13102023_Bjerringbro-Silkeborg_vs_TMS_Ringsted.db;55.35;Mål;PL;27-23;1425,356944089124;1,4275076119229198;1426,784451701047;65;1,4;1,2;1,0;1,0064980130173578;1,6250000000000002
13102023_Bjerringbro-Silkeborg_vs_TMS_Ringsted.db;58.53;Skud på stolpe;PL;29-27;1426,784451701047;-0,18261899948197424;1426,601832701565;-5;1,8;1,5;1,0;1,0042662996754128;1,68
13122023_Bjerringbro-Silkeborg_vs_Lemvig-Thyborøn_Håndbold.db;2.03;Skud blokeret;PL;0-0;1426,601832701565;-0,11276062695355904;1426,4890720746114;-8;0,8;1,7;1,0;1,0037630201219139;1,2900000000000003
13122023_Bjerringbro-Silkeborg_vs_Lemvig-Thyborøn_Håndbold.db;5.28;Mål;HF;4-3;1426,4890720746114;1,0021569992898094;1427,4912290739012;65;0,8;1,5;1,0;1,003921227401122;1,6000000000000003
13122023_Bjerringbro-Silkeborg_vs_Lemvig-Thyborøn_Håndbold.db;7.39;Mål;HF;6-4;1427,4912290739012;0,7830585573728968;1428,274287631274;65;0,8;1,5;1,0;1,0036847143000613;1,2500000000000002
13122023_Bjerringbro-Silkeborg_vs_Lemvig-Thyborøn_Håndbold.db;11.35;Mål;HF;9-6;1428,274287631274;0,6388252469575946;1428,9131128782317;65;0,8;1,2;1,0;1,0031411623789526;1,2750000000000001
13122023_Bjerringbro-Silkeborg_vs_Lemvig-Thyborøn_Håndbold.db;17.40;Fejlaflevering;HF;12-7;1428,9131128782317;-0,30190536422946934;1428,6112075140022;-30;1,0;1,2;1,0;1,0022977544251526;1,045
13122023_Bjerringbro-Silkeborg_vs_Lemvig-Thyborøn_Håndbold.db;23.39;Skud reddet;HB;15-9;1428,6112075140022;0,5177870199361223;1429,1289945339383;70;1,0;0,9;1,0;1,002910013557773;1,025
13122023_Bjerringbro-Silkeborg_vs_Lemvig-Thyborøn_Håndbold.db;27.58;Skud blokeret;PL;17-10;1429,1289945339383;-0,08410965003304227;1429,0448848839053;-8;1,4;0,9;1,0;1,0015823942915416;1,04
13122023_Bjerringbro-Silkeborg_vs_Lemvig-Thyborøn_Håndbold.db;29.48;Mål;ST;20-10;1429,0448848839053;0,9187314986356796;1429,963616382541;65;1,4;0,9;1,0;1,0023077964373206;1,4000000000000004
13122023_Bjerringbro-Silkeborg_vs_Lemvig-Thyborøn_Håndbold.db;32.53;Skud på stolpe;PL;22-12;1429,963616382541;-0,03391809583149552;1429,9296982867095;-5;1,0;0,9;1,0;1,0014267796279994;0,94
13122023_Bjerringbro-Silkeborg_vs_Lemvig-Thyborøn_Håndbold.db;35.28;Mål;VF;25-15;1429,9296982867095;0,5858346660822917;1430,5155329527918;65;1,0;0,9;1,0;1,0024257972771944;1,2500000000000002
13122023_Bjerringbro-Silkeborg_vs_Lemvig-Thyborøn_Håndbold.db;38.55;Udvisning;HF;26-17;1430,5155329527918;-0,31504237956824;1430,2004905732235;-45;1,0;0,9;1,0;1,0011438207171457;0,97
13122023_Bjerringbro-Silkeborg_vs_Lemvig-Thyborøn_Håndbold.db;56.46;Skud reddet;HB;33-27;1430,2004905732235;0,9713097348596875;1431,1718003080832;70;1,4;0,9;1,0;1,0026720486369272;1,3750000000000002
1342024_Bjerringbro-Silkeborg_vs_Aalborg_Håndbold.db;12.11;Skud reddet;HF;2-6;1431,1718003080832;0,5794642303483215;1431,7512645384315;70;0,8;1,2;1,0;1,002560799287535;1,075
1342024_Bjerringbro-Silkeborg_vs_Aalborg_Håndbold.db;15.05;Mål;HF;3-7;1431,7512645384315;0,6725177841619825;1432,4237823225935;65;1,0;1,2;1,0;1,0033354078057835;1,075
1342024_Bjerringbro-Silkeborg_vs_Aalborg_Håndbold.db;19.29;Skud reddet;HF;5-10;1432,4237823225935;0,6910974288966827;1433,1148797514902;70;1,0;1,2;1,0;1,0035617115337907;1,025
1342024_Bjerringbro-Silkeborg_vs_Aalborg_Håndbold.db;35.00;Fejlaflevering;HF;9-19;1433,1148797514902;-0,2644585822233694;1432,8504211692668;-30;1,0;0,9;1,0;1,0028173493154333;1,22
1342024_Bjerringbro-Silkeborg_vs_Aalborg_Håndbold.db;54.23;Mål;HF;19-30;1432,8504211692668;0,5457131451505575;1433,3961343144174;65;1,4;0,65;1,0;1,0025881097924103;1,1500000000000001
1342024_Bjerringbro-Silkeborg_vs_Aalborg_Håndbold.db;54.56;Mål;HF;20-30;1433,3961343144174;0,7554300889664773;1434,1515644033839;65;1,4;0,9;1,0;1,0030396888875406;1,1500000000000001
1342024_Bjerringbro-Silkeborg_vs_Aalborg_Håndbold.db;56.41;Udvisning;HF;20-31;1434,1515644033839;-0,5158954092648855;1433,635668994119;-45;1,4;0,65;1,0;1,0012114382903443;1,57
1392023_Bjerringbro-Silkeborg_vs_TTH_Holstebro.db;3.25;Fejlaflevering;HF;1-1;1433,635668994119;-0,4803892577831448;1433,1552797363358;-30;0,8;1,7;1,0;0,9997033692283687;1,4700000000000004
1392023_Bjerringbro-Silkeborg_vs_TTH_Holstebro.db;5.00;Mål;HF;2-1;1433,1552797363358;0,9981038438374981;1434,1533835801733;65;0,8;1,5;1,0;1,0016276771878274;1,6000000000000003
1392023_Bjerringbro-Silkeborg_vs_TTH_Holstebro.db;8.34;Skud på stolpe;HF;4-3;1434,1533835801733;-0,05841492613353694;1434,0949686540398;-5;0,8;1,5;1,0;1,0008770200967738;1,215
1392023_Bjerringbro-Silkeborg_vs_TTH_Holstebro.db;9.29;Mål;HF;5-3;1434,0949686540398;0,7806840756754809;1434,8756527297153;65;0,8;1,5;1,0;1,0014962422705074;1,2500000000000002
1392023_Bjerringbro-Silkeborg_vs_TTH_Holstebro.db;10.34;Skud reddet;PL;5-4;1434,8756527297153;0,8244317066371423;1435,7000844363524;70;0,8;1,5;1,0;1,0030469508038355;1,225
1392023_Bjerringbro-Silkeborg_vs_TTH_Holstebro.db;13.46;Skud reddet;PL;6-5;1435,7000844363524;0,8257082499017088;1436,5257926862541;70;0,8;1,5;1,0;1,004340654357553;1,225
1392023_Bjerringbro-Silkeborg_vs_TTH_Holstebro.db;16.02;Mål;HF;8-5;1436,5257926862541;0,7990534246068819;1437,324846110861;65;1,0;1,2;1,0;1,0042898272720358;1,2750000000000001
1392023_Bjerringbro-Silkeborg_vs_TTH_Holstebro.db;24.11;Regelfejl;HF;11-9;1437,324846110861;-0,3367182932877313;1436,9881278175733;-22;1,0;1,5;1,0;1,0031225762483102;1,2700000000000002
1392023_Bjerringbro-Silkeborg_vs_TTH_Holstebro.db;42.21;Fejlaflevering;HF;19-13;1436,9881278175733;-0,23725855173415766;1436,7508692658391;-30;1,0;0,9;1,0;1,0016705853082306;1,095
1392023_Bjerringbro-Silkeborg_vs_TTH_Holstebro.db;46.58;Regelfejl;HF;23-17;1436,7508692658391;-0,2598926487276003;1436,4909766171115;-22;1,4;0,9;1,0;1,000365536083747;1,1700000000000002
1392023_Bjerringbro-Silkeborg_vs_TTH_Holstebro.db;48.17;Mål;ST;24-18;1436,4909766171115;0,9503872739010149;1437,4413638910125;65;1,4;0,9;1,0;1,0012949234618531;1,4500000000000004
1392023_Bjerringbro-Silkeborg_vs_TTH_Holstebro.db;50.40;Mål;ST;26-18;1437,4413638910125;0,9512702290855941;1438,3926341200981;65;1,4;0,9;1,0;1,0021063220957978;1,4500000000000004
1392023_Bjerringbro-Silkeborg_vs_TTH_Holstebro.db;52.33;Mål;HF;29-19;1438,3926341200981;0,952041090243938;1439,344675210342;65;1,4;0,9;1,0;1,0036465922747597;1,4500000000000004
1392023_Bjerringbro-Silkeborg_vs_TTH_Holstebro.db;55.32;Mål;PL;31-20;1439,344675210342;0,7598809079431703;1440,1045561182852;65;1,4;0,65;1,0;1,0045576106629373;1,6000000000000003
1592023_Lemvig-Thyborøn_Håndbold_vs_Bjerringbro-Silkeborg.db;0.42;Mål;ST;0-1;1440,1045561182852;0,7678838375907162;1440,872439955876;65;0,8;1,5;1,0;1,0053623881172091;1,225
1592023_Lemvig-Thyborøn_Håndbold_vs_Bjerringbro-Silkeborg.db;2.22;Mål;HF;1-3;1440,872439955876;0,7214480497129898;1441,593888005589;65;0,8;1,5;1,0;1,0050631963396564;1,1500000000000001
1592023_Lemvig-Thyborøn_Håndbold_vs_Bjerringbro-Silkeborg.db;3.39;Mål;HB;1-4;1441,593888005589;0,5393571136837636;1442,1332451192727;65;0,8;1,2;1,0;1,0045013529090983;1,075
1592023_Lemvig-Thyborøn_Håndbold_vs_Bjerringbro-Silkeborg.db;11.27;Mål;HF;8-8;1442,1332451192727;1,0655750351659208;1443,1988201544386;65;0,8;1,7;1,0;1,004910022468999;1,5000000000000002
1592023_Lemvig-Thyborøn_Håndbold_vs_Bjerringbro-Silkeborg.db;12.22;Mål;HF;9-9;1443,1988201544386;1,0660085518350115;1444,2648287062736;65;0,8;1,7;1,0;1,0054018114708576;1,5000000000000002
1592023_Lemvig-Thyborøn_Håndbold_vs_Bjerringbro-Silkeborg.db;14.53;Udvisning;HF;10-11;1444,2648287062736;-0,6493287059204249;1443,6155000003532;-45;0,8;1,5;1,0;1,002923062255934;1,4950000000000003
1592023_Lemvig-Thyborøn_Håndbold_vs_Bjerringbro-Silkeborg.db;30.46;Mål;HF;17-20;1443,6155000003532;0,6727607901611918;1444,2882607905144;65;1,0;1,2;1,0;1,0030789098768347;1,075
1592023_Lemvig-Thyborøn_Håndbold_vs_Bjerringbro-Silkeborg.db;37.40;Mål;HF;22-24;1444,2882607905144;0,8997617821594304;1445,1880225726738;65;1,0;1,5;1,0;1,0037300954932253;1,1500000000000001
1592023_Lemvig-Thyborøn_Håndbold_vs_Bjerringbro-Silkeborg.db;40.06;Mål;HF;22-26;1445,1880225726738;0,7046185270362457;1445,89264109971;65;1,0;1,2;1,0;1,0035612529687525;1,125
1592023_Lemvig-Thyborøn_Håndbold_vs_Bjerringbro-Silkeborg.db;42.06;Udvisning;HF;23-28;1445,89264109971;-0,5831092304249523;1445,3095318692851;-45;1,0;1,2;1,0;1,001247259320115;1,345
1592023_Lemvig-Thyborøn_Håndbold_vs_Bjerringbro-Silkeborg.db;49.42;Mål;HF;28-31;1445,3095318692851;1,04962752689039;1446,3591593961755;65;1,4;1,2;1,0;1,0033146041219736;1,2000000000000002
1592023_Lemvig-Thyborøn_Håndbold_vs_Bjerringbro-Silkeborg.db;52.32;Mål;VB;29-33;1446,3591593961755;1,1175319386552474;1447,4766913348308;65;1,4;1,2;1,0;1,0041976808226833;1,2750000000000001
1592023_Lemvig-Thyborøn_Håndbold_vs_Bjerringbro-Silkeborg.db;54.35;Mål;HF;30-35;1447,4766913348308;1,074652190109191;1448,55134352494;65;1,4;1,2;1,0;1,0047062908063933;1,2250000000000003
1592023_Lemvig-Thyborøn_Håndbold_vs_Bjerringbro-Silkeborg.db;55.06;Mål;HF;30-36;1448,55134352494;0,9051398973874711;1449,4564834223274;65;1,4;0,9;1,0;1,0049988572719648;1,3750000000000002
1592023_Lemvig-Thyborøn_Håndbold_vs_Bjerringbro-Silkeborg.db;59.48;Mål;ST;31-39;1449,4564834223274;1,2275860041804663;1450,684069426508;65;1,8;0,9;1,0;1,0067538521714536;1,4500000000000002
16122023_Skjern_Håndbold_vs_Bjerringbro-Silkeborg.db;0.32;Skud reddet;PL;0-0;1450,684069426508;0,996766853957979;1451,6808362804659;70;0,8;1,7;1,0;1,0066357162871364;1,3000000000000003
16122023_Skjern_Håndbold_vs_Bjerringbro-Silkeborg.db;7.16;Mål;HF;3-2;1451,6808362804659;1,005025099140994;1452,6858613796069;65;0,8;1,5;1,0;1,0064984419998653;1,6000000000000003
16122023_Skjern_Håndbold_vs_Bjerringbro-Silkeborg.db;10.52;Fejlaflevering;HF;4-3;1452,6858613796069;-0,40437081405775643;1452,2814905655491;-30;0,8;1,5;1,0;1,0040386269708241;1,3950000000000002
16122023_Skjern_Håndbold_vs_Bjerringbro-Silkeborg.db;11.38;Mål;HF;5-4;1452,2814905655491;1,0024321651676473;1453,2839227307168;65;0,8;1,5;1,0;1,0044453641389421;1,6000000000000003
16122023_Skjern_Håndbold_vs_Bjerringbro-Silkeborg.db;14.15;Fejlaflevering;HF;7-4;1453,2839227307168;-0,25340951202792894;1453,0305132186888;-30;0,8;1,2;1,0;1,0024335620482905;1,095
16122023_Skjern_Håndbold_vs_Bjerringbro-Silkeborg.db;17.33;Skud reddet;HF;10-6;1453,0305132186888;0,7241580052236714;1453,7546712239125;70;1,0;1,2;1,0;1,0025435804589444;1,075
16122023_Skjern_Håndbold_vs_Bjerringbro-Silkeborg.db;24.45;Fejlaflevering;HF;13-8;1453,7546712239125;-0,30172551597502206;1453,4529457079375;-30;1,0;1,2;1,0;1,000902042662645;1,045
16122023_Skjern_Håndbold_vs_Bjerringbro-Silkeborg.db;25.56;Mål;HF;13-9;1453,4529457079375;0,8587739526044516;1454,311719660542;65;1,0;1,2;1,0;1,0025163632836986;1,3750000000000002
16122023_Skjern_Håndbold_vs_Bjerringbro-Silkeborg.db;33.12;Fejlaflevering;HF;19-13;1454,311719660542;-0,22628799352037277;1454,0854316670216;-30;1,0;0,9;1,0;1,00100797862886;1,045
16122023_Skjern_Håndbold_vs_Bjerringbro-Silkeborg.db;34.49;Tilkendt straffe;HF;19-14;1454,0854316670216;0,2462479627427001;1454,3316796297643;25;1,0;1,2;1,0;1,0014612621085328;1,025
16122023_Skjern_Håndbold_vs_Bjerringbro-Silkeborg.db;43.54;Skud forbi;PL;23-16;1454,3316796297643;-0,11032097263387186;1454,2213586571304;-15;1,0;0,9;1,0;1,000514658657589;1,02
16122023_Skjern_Håndbold_vs_Bjerringbro-Silkeborg.db;44.49;Mål;HF;24-17;1454,2213586571304;0,6087131183273868;1454,8300717754578;65;1,0;0,9;1,0;1,001688916061091;1,3000000000000003
16122023_Skjern_Håndbold_vs_Bjerringbro-Silkeborg.db;47.15;Mål;HF;26-19;1454,8300717754578;0,9024215444794663;1455,7324933199372;65;1,4;0,9;1,0;1,002314236680196;1,3750000000000002
